time	V(a)	I(I1)
4.071686609577909e-005	-1.208549e-006	0.000000e+000
4.075777075613824e-005	-8.214508e-007	0.000000e+000
4.079899077038403e-005	-5.568195e-007	0.000000e+000
4.083994137272886e-005	-3.783207e-007	0.000000e+000
4.088111966108687e-005	-2.565377e-007	0.000000e+000
4.092210493428176e-005	-1.742478e-007	0.000000e+000
4.096325437012636e-005	-1.181861e-007	0.000000e+000
4.100426411085459e-005	-8.025840e-008	0.000000e+000
4.104539279665287e-005	-5.444620e-008	0.000000e+000
4.108641989344653e-005	-3.696805e-008	0.000000e+000
4.112753389535605e-005	-2.508181e-008	0.000000e+000
4.116857334612615e-005	-1.702830e-008	0.000000e+000
4.120967692814331e-005	-1.155428e-008	0.000000e+000
4.125072513652588e-005	-7.843727e-009	0.000000e+000
4.129182133347218e-005	-5.340353e-009	0.000000e+000
4.133741388347713e-005	-3.507399e-009	0.000000e+000
4.138998065026513e-005	-2.165039e-009	0.000000e+000
4.145097403310590e-005	-1.237650e-009	0.000000e+000
4.152249356408093e-005	-6.434835e-010	0.000000e+000
4.160837899574103e-005	-2.923418e-010	0.000000e+000
4.190837899574104e-005	-1.489325e-011	0.000000e+000
4.290837899574106e-005	-6.246734e-016	0.000000e+000
5.000000000000000e-005	0.000000e+000	0.000000e+000
5.000000220000000e-005	-2.197666e-004	2.200000e-003
5.000000660000000e-005	-6.590535e-004	6.600000e-003
5.000001051085255e-005	-1.049132e-003	1.051085e-002
5.000001491656229e-005	-1.487930e-003	1.491656e-002
5.000002372798176e-005	-2.363781e-003	2.372798e-002
5.000003614091006e-005	-3.594259e-003	3.614091e-002
5.000005096595530e-005	-5.058936e-003	5.096595e-002
5.000006455479666e-005	-6.396311e-003	6.455480e-002
5.000008089908171e-005	-7.997872e-003	8.089908e-002
5.000010078499836e-005	-9.936615e-003	1.007850e-001
5.000012622492310e-005	-1.240134e-002	1.262249e-001
5.000015756250188e-005	-1.541376e-002	1.575625e-001
5.000019719357852e-005	-1.918627e-002	1.971936e-001
5.000024631634488e-005	-2.380538e-002	2.463163e-001
5.000030824925773e-005	-2.954047e-002	3.082493e-001
5.000038546495006e-005	-3.655488e-002	3.854649e-001
5.000048279858352e-005	-4.518665e-002	4.827986e-001
5.000060481474020e-005	-5.568540e-002	6.048148e-001
5.000075899716902e-005	-6.858107e-002	7.589971e-001
5.000080545398131e-005	-7.235933e-002	8.054540e-001
5.000089836760588e-005	-7.971674e-002	8.983676e-001
5.000100000000000e-005	-8.763497e-002	1.000000e+000
5.000107114267588e-005	-7.895570e-002	9.288573e-001
5.000115244859117e-005	-6.928457e-002	8.475514e-001
5.000131506042176e-005	-5.070873e-002	6.849396e-001
5.000164028408293e-005	-1.504374e-002	3.597159e-001
5.000167554924664e-005	-1.132983e-002	3.244508e-001
5.000174607957406e-005	-4.175586e-003	2.539204e-001
